id,left,top,right,bottom,row_index,col_index,area_km2,fid_count,fid_sum,id_count,area_m2_co,area_m2_su,DN_count,DN_sum,DN_mean,obf_pct,obf_n,bld_n,wsf_n,UMI,UMI_w
744,747540.699300000094809,2562188.005200000014156,748540.699300000094809,2561188.005200000014156,23,24,0.999,41,3896479.000000,41,41,7510.468000,20,4590.000000,229.500000,0.752,0.014,0.023,0.923,0.320,0.199
745,747540.699300000094809,2561188.005200000014156,748540.699300000094809,2560188.005200000014156,24,24,0.999,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
746,747540.699300000094809,2560188.005200000014156,748540.699300000094809,2559188.005200000014156,25,24,0.999,,,,,,3,510.000000,170.000000,0.000,0.000,,0.684,,
747,747540.699300000094809,2559188.005200000014156,748540.699300000094809,2558188.005200000014156,26,24,0.916,,,,,,17,3315.000000,195.000000,0.000,0.000,,0.784,,
748,747540.699300000094809,2558188.005200000014156,748540.699300000094809,2557188.005200000014156,27,24,0.103,,,,,,5,1020.000000,204.000000,0.000,0.000,,0.821,,
754,748540.699300000094809,2582188.005200000014156,749540.699300000094809,2581188.005200000014156,3,25,0.054,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
755,748540.699300000094809,2581188.005200000014156,749540.699300000094809,2580188.005200000014156,4,25,0.835,152,13832723.000000,152,152,21641.728000,23,3315.000000,144.130435,2.592,0.049,0.086,0.580,0.238,0.170
756,748540.699300000094809,2580188.005200000014156,749540.699300000094809,2579188.005200000014156,5,25,0.999,309,27244010.000000,309,309,52079.852000,108,17340.000000,160.555556,5.213,0.098,0.174,0.646,0.306,0.238
757,748540.699300000094809,2579188.005200000014156,749540.699300000094809,2578188.005200000014156,6,25,0.999,364,34385547.000000,364,364,114703.427000,143,14280.000000,99.860140,11.482,0.216,0.206,0.402,0.275,0.249
758,748540.699300000094809,2578188.005200000014156,749540.699300000094809,2577188.005200000014156,7,25,0.999,245,23796986.000000,245,245,73655.463000,85,12240.000000,144.000000,7.373,0.139,0.138,0.579,0.285,0.227
759,748540.699300000094809,2577188.005200000014156,749540.699300000094809,2576188.005200000014156,8,25,0.999,342,30860710.000000,342,342,77539.145000,145,16830.000000,116.068966,7.762,0.146,0.193,0.467,0.269,0.229
760,748540.699300000094809,2576188.005200000014156,749540.699300000094809,2575188.005200000014156,9,25,0.999,1031,93699841.000000,1031,1031,388463.403000,299,6630.000000,22.173913,38.885,0.732,0.582,0.089,0.468,0.543
761,748540.699300000094809,2575188.005200000014156,749540.699300000094809,2574188.005200000014156,10,25,0.999,1075,99776851.000000,1075,1075,501361.790000,495,9180.000000,18.545455,50.186,0.944,0.607,0.075,0.542,0.635
762,748540.699300000094809,2574188.005200000014156,749540.699300000094809,2573188.005200000014156,11,25,0.999,1085,99447236.000000,1085,1085,452586.494000,361,14790.000000,40.969529,45.304,0.852,0.613,0.165,0.543,0.619
763,748540.699300000094809,2573188.005200000014156,749540.699300000094809,2572188.005200000014156,12,25,0.999,855,79746156.000000,855,855,255531.415000,354,37485.000000,105.889831,25.579,0.481,0.483,0.426,0.463,0.471
764,748540.699300000094809,2572188.005200000014156,749540.699300000094809,2571188.005200000014156,13,25,0.999,581,51509943.000000,581,581,293876.071000,329,37485.000000,113.936170,29.417,0.553,0.328,0.458,0.446,0.444
765,748540.699300000094809,2571188.005200000014156,749540.699300000094809,2570188.005200000014156,14,25,0.999,716,64974363.000000,716,716,233466.350000,357,38505.000000,107.857143,23.370,0.440,0.404,0.434,0.426,0.424
766,748540.699300000094809,2570188.005200000014156,749540.699300000094809,2569188.005200000014156,15,25,0.999,1227,111213710.000000,1227,1227,282422.904000,264,31620.000000,119.772727,28.271,0.532,0.693,0.482,0.569,0.586
767,748540.699300000094809,2569188.005200000014156,749540.699300000094809,2568188.005200000014156,16,25,0.999,1204,113072492.000000,1204,1204,309919.360000,187,21165.000000,113.181818,31.023,0.584,0.680,0.455,0.573,0.597
768,748540.699300000094809,2568188.005200000014156,749540.699300000094809,2567188.005200000014156,17,25,0.999,1148,106516003.000000,1148,1148,301403.618000,223,15555.000000,69.753363,30.171,0.568,0.648,0.281,0.499,0.543
769,748540.699300000094809,2567188.005200000014156,749540.699300000094809,2566188.005200000014156,18,25,0.999,886,79706150.000000,886,886,323487.836000,308,16065.000000,52.159091,32.381,0.609,0.500,0.210,0.440,0.486
770,748540.699300000094809,2566188.005200000014156,749540.699300000094809,2565188.005200000014156,19,25,0.999,513,46604493.000000,513,513,222395.064000,316,28560.000000,90.379747,22.262,0.419,0.290,0.364,0.358,0.356
771,748540.699300000094809,2565188.005200000014156,749540.699300000094809,2564188.005200000014156,20,25,0.999,368,31894425.000000,368,368,125470.680000,169,25245.000000,149.378698,12.560,0.236,0.208,0.601,0.348,0.298
772,748540.699300000094809,2564188.005200000014156,749540.699300000094809,2563188.005200000014156,21,25,0.999,497,46720112.000000,497,497,143159.025000,182,21675.000000,119.093407,14.330,0.270,0.281,0.479,0.343,0.316
773,748540.699300000094809,2563188.005200000014156,749540.699300000094809,2562188.005200000014156,22,25,0.999,150,13044593.000000,150,150,32239.116000,30,5865.000000,195.500000,3.227,0.061,0.085,0.786,0.311,0.216
774,748540.699300000094809,2562188.005200000014156,749540.699300000094809,2561188.005200000014156,23,25,0.999,74,6702370.000000,74,74,11603.364000,33,7140.000000,216.363636,1.161,0.022,0.042,0.870,0.311,0.200
775,748540.699300000094809,2561188.005200000014156,749540.699300000094809,2560188.005200000014156,24,25,0.999,,,,,,15,3570.000000,238.000000,0.000,0.000,,0.957,,
776,748540.699300000094809,2560188.005200000014156,749540.699300000094809,2559188.005200000014156,25,25,0.999,,,,,,19,4080.000000,214.736842,0.000,0.000,,0.864,,
777,748540.699300000094809,2559188.005200000014156,749540.699300000094809,2558188.005200000014156,26,25,0.799,,,,,,3,510.000000,170.000000,0.000,0.000,,0.684,,
778,748540.699300000094809,2558188.005200000014156,749540.699300000094809,2557188.005200000014156,27,25,0.092,,,,,,2,255.000000,127.500000,0.000,0.000,,0.513,,
784,749540.699300000094809,2582188.005200000014156,750540.699300000094809,2581188.005200000014156,3,26,0.210,7,785901.000000,7,7,588.068000,1,0.000000,0.000000,0.280,0.005,0.004,0.000,0.003,0.004
785,749540.699300000094809,2581188.005200000014156,750540.699300000094809,2580188.005200000014156,4,26,0.994,295,26942356.000000,295,295,25258.269000,42,9435.000000,224.642857,2.541,0.048,0.167,0.904,0.373,0.267
786,749540.699300000094809,2580188.005200000014156,750540.699300000094809,2579188.005200000014156,5,26,0.999,86,8419074.000000,86,86,12860.483000,23,5100.000000,221.739130,1.287,0.024,0.049,0.892,0.322,0.208
787,749540.699300000094809,2579188.005200000014156,750540.699300000094809,2578188.005200000014156,6,26,0.999,392,36463528.000000,392,392,49512.579000,74,12750.000000,172.297297,4.956,0.093,0.221,0.693,0.336,0.264
788,749540.699300000094809,2578188.005200000014156,750540.699300000094809,2577188.005200000014156,7,26,0.999,35,3288704.000000,35,35,4424.521000,12,2805.000000,233.750000,0.443,0.008,0.020,0.940,0.323,0.199
789,749540.699300000094809,2577188.005200000014156,750540.699300000094809,2576188.005200000014156,8,26,0.999,334,31233002.000000,334,334,110288.549000,152,23460.000000,154.342105,11.040,0.208,0.189,0.621,0.339,0.283
790,749540.699300000094809,2576188.005200000014156,750540.699300000094809,2575188.005200000014156,9,26,0.999,692,63916026.000000,692,692,313932.005000,140,4845.000000,34.607143,31.425,0.591,0.391,0.139,0.374,0.421
791,749540.699300000094809,2575188.005200000014156,750540.699300000094809,2574188.005200000014156,10,26,0.999,635,57739664.000000,635,635,285491.230000,162,18615.000000,114.907407,28.578,0.538,0.359,0.462,0.453,0.451
792,749540.699300000094809,2574188.005200000014156,750540.699300000094809,2573188.005200000014156,11,26,0.999,481,43142573.000000,481,481,162429.714000,195,33660.000000,172.615385,16.259,0.306,0.272,0.694,0.424,0.370
793,749540.699300000094809,2573188.005200000014156,750540.699300000094809,2572188.005200000014156,12,26,0.999,372,33690065.000000,372,372,68306.260000,154,29835.000000,193.733766,6.837,0.129,0.210,0.779,0.373,0.291
794,749540.699300000094809,2572188.005200000014156,750540.699300000094809,2571188.005200000014156,13,26,0.999,1213,110434365.000000,1213,1213,263995.678000,259,34425.000000,132.915058,26.426,0.497,0.685,0.535,0.572,0.580
795,749540.699300000094809,2571188.005200000014156,750540.699300000094809,2570188.005200000014156,14,26,0.999,302,28172059.000000,302,302,108329.031000,147,28305.000000,192.551020,10.844,0.204,0.171,0.774,0.383,0.305
796,749540.699300000094809,2570188.005200000014156,750540.699300000094809,2569188.005200000014156,15,26,0.999,655,61096825.000000,655,655,158979.501000,229,45390.000000,198.209607,15.914,0.299,0.370,0.797,0.489,0.427
797,749540.699300000094809,2569188.005200000014156,750540.699300000094809,2568188.005200000014156,16,26,0.999,606,55228424.000000,606,606,210498.236000,238,26265.000000,110.357143,21.071,0.396,0.342,0.444,0.394,0.384
798,749540.699300000094809,2568188.005200000014156,750540.699300000094809,2567188.005200000014156,17,26,0.999,613,55197656.000000,613,613,183848.619000,235,9690.000000,41.234043,18.403,0.346,0.346,0.166,0.286,0.310
799,749540.699300000094809,2567188.005200000014156,750540.699300000094809,2566188.005200000014156,18,26,0.999,482,43063101.000000,482,482,163633.240000,244,23715.000000,97.192623,16.380,0.308,0.272,0.391,0.324,0.310
800,749540.699300000094809,2566188.005200000014156,750540.699300000094809,2565188.005200000014156,19,26,0.999,482,43901767.000000,482,482,179374.150000,255,23205.000000,91.000000,17.955,0.338,0.272,0.366,0.325,0.317
801,749540.699300000094809,2565188.005200000014156,750540.699300000094809,2564188.005200000014156,20,26,0.999,357,31367705.000000,357,357,146503.537000,224,26520.000000,118.392857,14.665,0.276,0.202,0.476,0.318,0.286
802,749540.699300000094809,2564188.005200000014156,750540.699300000094809,2563188.005200000014156,21,26,0.999,356,31565651.000000,356,356,91503.279000,186,32130.000000,172.741935,9.159,0.172,0.201,0.695,0.356,0.288
803,749540.699300000094809,2563188.005200000014156,750540.699300000094809,2562188.005200000014156,22,26,0.999,108,9917726.000000,108,108,31344.727000,70,16065.000000,229.500000,3.138,0.059,0.061,0.923,0.348,0.233
804,749540.699300000094809,2562188.005200000014156,750540.699300000094809,2561188.005200000014156,23,26,0.999,64,6122209.000000,64,64,8901.644000,29,2805.000000,96.724138,0.891,0.017,0.036,0.389,0.147,0.099
805,749540.699300000094809,2561188.005200000014156,750540.699300000094809,2560188.005200000014156,24,26,0.999,,,,,,8,1530.000000,191.250000,0.000,0.000,,0.769,,
806,749540.699300000094809,2560188.005200000014156,750540.699300000094809,2559188.005200000014156,25,26,0.999,,,,,,20,3825.000000,191.250000,0.000,0.000,,0.769,,
807,749540.699300000094809,2559188.005200000014156,750540.699300000094809,2558188.005200000014156,26,26,0.503,,,,,,5,1020.000000,204.000000,0.000,0.000,,0.821,,
815,750540.699300000094809,2581188.005200000014156,751540.699300000094809,2580188.005200000014156,4,27,0.173,68,6112957.000000,68,68,6145.549000,13,3060.000000,235.384615,3.552,0.067,0.038,0.947,0.351,0.231
816,750540.699300000094809,2580188.005200000014156,751540.699300000094809,2579188.005200000014156,5,27,0.730,2,190663.000000,2,2,88.288000,1,0.000000,0.000000,0.012,0.000,0.001,0.000,0.000,0.000
817,750540.699300000094809,2579188.005200000014156,751540.699300000094809,2578188.005200000014156,6,27,0.999,13,1264003.000000,13,13,1659.731000,5,1020.000000,204.000000,0.166,0.003,0.007,0.821,0.277,0.168
818,750540.699300000094809,2578188.005200000014156,751540.699300000094809,2577188.005200000014156,7,27,0.995,23,2101247.000000,23,23,7907.731000,5,255.000000,51.000000,0.795,0.015,0.013,0.205,0.078,0.052
819,750540.699300000094809,2577188.005200000014156,751540.699300000094809,2576188.005200000014156,8,27,0.999,260,23792576.000000,260,260,244137.132000,140,17850.000000,127.500000,24.438,0.460,0.147,0.513,0.373,0.345
820,750540.699300000094809,2576188.005200000014156,751540.699300000094809,2575188.005200000014156,9,27,0.999,422,37761886.000000,422,422,294363.582000,132,11985.000000,90.795455,29.466,0.554,0.238,0.365,0.386,0.390
821,750540.699300000094809,2575188.005200000014156,751540.699300000094809,2574188.005200000014156,10,27,0.999,571,51723074.000000,571,571,362305.676000,125,10965.000000,87.720000,36.267,0.682,0.322,0.353,0.452,0.472
822,750540.699300000094809,2574188.005200000014156,751540.699300000094809,2573188.005200000014156,11,27,0.999,384,34570135.000000,384,384,209403.027000,120,18360.000000,153.000000,20.961,0.394,0.217,0.615,0.409,0.367
823,750540.699300000094809,2573188.005200000014156,751540.699300000094809,2572188.005200000014156,12,27,0.999,163,14236492.000000,163,163,115799.831000,44,9435.000000,214.431818,11.592,0.218,0.092,0.862,0.391,0.296
824,750540.699300000094809,2572188.005200000014156,751540.699300000094809,2571188.005200000014156,13,27,0.999,343,30848089.000000,343,343,61004.385000,77,15810.000000,205.324675,6.107,0.115,0.194,0.826,0.378,0.289
825,750540.699300000094809,2571188.005200000014156,751540.699300000094809,2570188.005200000014156,14,27,0.999,115,11469828.000000,115,115,31529.228000,46,8925.000000,194.021739,3.156,0.059,0.065,0.780,0.301,0.206
826,750540.699300000094809,2570188.005200000014156,751540.699300000094809,2569188.005200000014156,15,27,0.999,888,81075424.000000,888,888,218285.435000,103,16575.000000,160.922330,21.850,0.411,0.501,0.647,0.520,0.494
827,750540.699300000094809,2569188.005200000014156,751540.699300000094809,2568188.005200000014156,16,27,0.999,639,57322327.000000,639,639,260974.230000,271,28050.000000,103.505535,26.124,0.492,0.361,0.416,0.423,0.424
828,750540.699300000094809,2568188.005200000014156,751540.699300000094809,2567188.005200000014156,17,27,0.999,196,16822317.000000,196,196,61307.419000,74,14280.000000,192.972973,6.137,0.115,0.111,0.776,0.334,0.246
829,750540.699300000094809,2567188.005200000014156,751540.699300000094809,2566188.005200000014156,18,27,0.999,564,53085993.000000,564,564,199594.500000,290,37995.000000,131.017241,19.979,0.376,0.318,0.527,0.407,0.383
830,750540.699300000094809,2566188.005200000014156,751540.699300000094809,2565188.005200000014156,19,27,0.999,558,51282363.000000,558,558,146895.039000,265,34935.000000,131.830189,14.704,0.277,0.315,0.530,0.374,0.343
831,750540.699300000094809,2565188.005200000014156,751540.699300000094809,2564188.005200000014156,20,27,0.999,81,7623436.000000,81,81,14776.364000,28,5100.000000,182.142857,1.479,0.028,0.046,0.733,0.269,0.176
832,750540.699300000094809,2564188.005200000014156,751540.699300000094809,2563188.005200000014156,21,27,0.999,100,7923609.000000,100,100,40586.396000,138,29325.000000,212.500000,4.063,0.076,0.056,0.855,0.329,0.224
833,750540.699300000094809,2563188.005200000014156,751540.699300000094809,2562188.005200000014156,22,27,0.999,67,5851390.000000,67,67,38514.032000,52,11475.000000,220.673077,3.855,0.073,0.038,0.888,0.333,0.222
834,750540.699300000094809,2562188.005200000014156,751540.699300000094809,2561188.005200000014156,23,27,0.999,7,524959.000000,7,7,921.855000,1,0.000000,0.000000,0.092,0.002,0.004,0.000,0.002,0.002
835,750540.699300000094809,2561188.005200000014156,751540.699300000094809,2560188.005200000014156,24,27,0.999,6,566397.000000,6,6,747.543000,33,5100.000000,154.545455,0.075,0.001,0.003,0.622,0.209,0.126
836,750540.699300000094809,2560188.005200000014156,751540.699300000094809,2559188.005200000014156,25,27,0.999,,,,,,8,1275.000000,159.375000,0.000,0.000,,0.641,,
837,750540.699300000094809,2559188.005200000014156,751540.699300000094809,2558188.005200000014156,26,27,0.435,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
846,751540.699300000094809,2580188.005200000014156,752540.699300000094809,2579188.005200000014156,5,28,0.025,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
847,751540.699300000094809,2579188.005200000014156,752540.699300000094809,2578188.005200000014156,6,28,0.256,5,455060.000000,5,5,304.631000,1,0.000000,0.000000,0.119,0.002,0.003,0.000,0.002,0.002
848,751540.699300000094809,2578188.005200000014156,752540.699300000094809,2577188.005200000014156,7,28,0.702,262,23838102.000000,262,262,50352.664000,115,14025.000000,121.956522,7.173,0.135,0.148,0.491,0.258,0.211
849,751540.699300000094809,2577188.005200000014156,752540.699300000094809,2576188.005200000014156,8,28,0.999,627,58182010.000000,627,627,199089.823000,405,34170.000000,84.370370,19.929,0.375,0.354,0.339,0.356,0.359
850,751540.699300000094809,2576188.005200000014156,752540.699300000094809,2575188.005200000014156,9,28,0.999,883,80178266.000000,883,883,344590.649000,406,30855.000000,75.997537,34.494,0.649,0.499,0.306,0.485,0.520
851,751540.699300000094809,2575188.005200000014156,752540.699300000094809,2574188.005200000014156,10,28,0.999,1074,97897514.000000,1074,1074,444400.458000,352,10455.000000,29.701705,44.485,0.837,0.606,0.119,0.521,0.601
852,751540.699300000094809,2574188.005200000014156,752540.699300000094809,2573188.005200000014156,11,28,0.999,672,60175996.000000,672,672,277816.060000,191,26775.000000,140.183246,27.809,0.523,0.379,0.564,0.489,0.474
853,751540.699300000094809,2573188.005200000014156,752540.699300000094809,2572188.005200000014156,12,28,0.999,285,26664096.000000,285,285,347337.866000,119,24480.000000,205.714286,34.769,0.654,0.161,0.827,0.547,0.491
854,751540.699300000094809,2572188.005200000014156,752540.699300000094809,2571188.005200000014156,13,28,0.999,214,19632387.000000,214,214,99384.263000,103,23205.000000,225.291262,9.948,0.187,0.121,0.906,0.405,0.304
855,751540.699300000094809,2571188.005200000014156,752540.699300000094809,2570188.005200000014156,14,28,0.999,384,35926210.000000,384,384,54665.803000,216,45135.000000,208.958333,5.472,0.103,0.217,0.840,0.387,0.296
856,751540.699300000094809,2570188.005200000014156,752540.699300000094809,2569188.005200000014156,15,28,0.999,827,76236337.000000,827,827,184808.682000,172,24735.000000,143.808140,18.499,0.348,0.467,0.578,0.464,0.442
857,751540.699300000094809,2569188.005200000014156,752540.699300000094809,2568188.005200000014156,16,28,0.999,527,47145418.000000,527,527,160829.719000,241,30855.000000,128.029046,16.099,0.303,0.298,0.515,0.372,0.343
858,751540.699300000094809,2568188.005200000014156,752540.699300000094809,2567188.005200000014156,17,28,0.999,1226,109938448.000000,1226,1226,278007.262000,265,11730.000000,44.264151,27.829,0.524,0.692,0.178,0.465,0.522
859,751540.699300000094809,2567188.005200000014156,752540.699300000094809,2566188.005200000014156,18,28,0.999,810,73728476.000000,810,810,248629.372000,361,21420.000000,59.335180,24.888,0.468,0.457,0.239,0.388,0.418
860,751540.699300000094809,2566188.005200000014156,752540.699300000094809,2565188.005200000014156,19,28,0.999,453,41863987.000000,453,453,191607.410000,245,25755.000000,105.122449,19.180,0.361,0.256,0.423,0.347,0.331
861,751540.699300000094809,2565188.005200000014156,752540.699300000094809,2564188.005200000014156,20,28,0.999,370,33243877.000000,370,370,160929.768000,230,30090.000000,130.826087,16.109,0.303,0.209,0.526,0.346,0.310
862,751540.699300000094809,2564188.005200000014156,752540.699300000094809,2563188.005200000014156,21,28,0.999,156,14537301.000000,156,156,56671.862000,84,12495.000000,148.750000,5.673,0.107,0.088,0.598,0.264,0.198
863,751540.699300000094809,2563188.005200000014156,752540.699300000094809,2562188.005200000014156,22,28,0.999,19,1740493.000000,19,19,7616.893000,12,2040.000000,170.000000,0.762,0.014,0.011,0.684,0.236,0.147
864,751540.699300000094809,2562188.005200000014156,752540.699300000094809,2561188.005200000014156,23,28,0.999,30,2758641.000000,30,30,3752.497000,4,765.000000,191.250000,0.376,0.007,0.017,0.769,0.264,0.163
865,751540.699300000094809,2561188.005200000014156,752540.699300000094809,2560188.005200000014156,24,28,0.999,10,933074.000000,10,10,1578.414000,5,1020.000000,204.000000,0.158,0.003,0.006,0.821,0.277,0.168
866,751540.699300000094809,2560188.005200000014156,752540.699300000094809,2559188.005200000014156,25,28,0.636,14,1149887.000000,14,14,839.323000,3,510.000000,170.000000,0.132,0.002,0.008,0.684,0.231,0.141
867,751540.699300000094809,2559188.005200000014156,752540.699300000094809,2558188.005200000014156,26,28,0.010,,,,,,1,0.000000,0.000000,0.000,0.000,,0.000,,
878,752540.699300000094809,2578188.005200000014156,753540.699300000094809,2577188.005200000014156,7,29,0.181,171,15347808.000000,171,171,14619.452000,17,3060.000000,180.000000,8.077,0.152,0.097,0.724,0.324,0.244
879,752540.699300000094809,2577188.005200000014156,753540.699300000094809,2576188.005200000014156,8,29,0.872,510,46178944.000000,510,510,94993.185000,224,20655.000000,92.209821,10.894,0.205,0.288,0.371,0.288,0.271
880,752540.699300000094809,2576188.005200000014156,753540.699300000094809,2575188.005200000014156,9,29,0.999,568,51392406.000000,568,568,220071.193000,487,35955.000000,73.829569,22.029,0.414,0.321,0.297,0.344,0.353
881,752540.699300000094809,2575188.005200000014156,753540.699300000094809,2574188.005200000014156,10,29,0.999,862,74431743.000000,862,862,327477.043000,543,23970.000000,44.143646,32.780,0.617,0.487,0.178,0.427,0.477
882,752540.699300000094809,2574188.005200000014156,753540.699300000094809,2573188.005200000014156,11,29,0.999,929,19414736.000000,929,929,323075.995000,255,16830.000000,66.000000,32.340,0.608,0.525,0.265,0.466,0.506
883,752540.699300000094809,2573188.005200000014156,753540.699300000094809,2572188.005200000014156,12,29,0.999,699,14631034.000000,699,699,103819.498000,219,49215.000000,224.726027,10.392,0.196,0.395,0.904,0.498,0.417
884,752540.699300000094809,2572188.005200000014156,753540.699300000094809,2571188.005200000014156,13,29,0.999,674,16783136.000000,674,674,79183.330000,240,58905.000000,245.437500,7.926,0.149,0.381,0.987,0.506,0.409
885,752540.699300000094809,2571188.005200000014156,753540.699300000094809,2570188.005200000014156,14,29,0.999,392,12630246.000000,392,392,40230.503000,214,47430.000000,221.635514,4.027,0.076,0.221,0.891,0.396,0.297
886,752540.699300000094809,2570188.005200000014156,753540.699300000094809,2569188.005200000014156,15,29,0.999,1269,31639129.000000,1269,1269,170331.077000,356,36720.000000,103.146067,17.050,0.321,0.717,0.415,0.484,0.498
887,752540.699300000094809,2569188.005200000014156,753540.699300000094809,2568188.005200000014156,16,29,0.999,299,3457247.000000,299,299,42118.601000,68,3825.000000,56.250000,4.216,0.079,0.169,0.226,0.158,0.144
888,752540.699300000094809,2568188.005200000014156,753540.699300000094809,2567188.005200000014156,17,29,0.999,453,13012614.000000,453,453,104530.306000,130,17595.000000,135.346154,10.463,0.197,0.256,0.544,0.332,0.290
889,752540.699300000094809,2567188.005200000014156,753540.699300000094809,2566188.005200000014156,18,29,0.999,558,22987412.000000,558,558,162096.235000,284,26520.000000,93.380282,16.226,0.305,0.315,0.376,0.332,0.323
890,752540.699300000094809,2566188.005200000014156,753540.699300000094809,2565188.005200000014156,19,29,0.999,923,32050991.000000,923,923,229629.662000,357,19380.000000,54.285714,22.986,0.432,0.521,0.218,0.390,0.425
891,752540.699300000094809,2565188.005200000014156,753540.699300000094809,2564188.005200000014156,20,29,0.999,446,15910555.000000,446,446,148856.171000,224,32385.000000,144.575893,14.901,0.280,0.252,0.582,0.371,0.329
892,752540.699300000094809,2564188.005200000014156,753540.699300000094809,2563188.005200000014156,21,29,0.999,492,46027497.000000,492,492,140927.989000,155,15810.000000,102.000000,14.107,0.265,0.278,0.410,0.318,0.299
893,752540.699300000094809,2563188.005200000014156,753540.699300000094809,2562188.005200000014156,22,29,0.999,100,8549252.000000,100,100,31576.821000,56,7140.000000,127.500000,3.161,0.059,0.056,0.513,0.209,0.149
894,752540.699300000094809,2562188.005200000014156,753540.699300000094809,2561188.005200000014156,23,29,0.999,67,6321924.000000,67,67,25915.438000,34,3060.000000,90.000000,2.594,0.049,0.038,0.362,0.150,0.107
895,752540.699300000094809,2561188.005200000014156,753540.699300000094809,2560188.005200000014156,24,29,0.999,7,559657.000000,7,7,1168.583000,2,255.000000,127.500000,0.117,0.002,0.004,0.513,0.173,0.105
896,752540.699300000094809,2560188.005200000014156,753540.699300000094809,2559188.005200000014156,25,29,0.834,29,2696818.000000,29,29,5815.800000,11,2295.000000,208.636364,0.697,0.013,0.016,0.839,0.289,0.179
897,752540.699300000094809,2559188.005200000014156,753540.699300000094809,2558188.005200000014156,26,29,0.173,1,36287.000000,1,1,193.179000,1,0.000000,0.000000,0.112,0.002,0.001,0.000,0.001,0.001
909,753540.699300000094809,2577188.005200000014156,754540.699300000094809,2576188.005200000014156,8,30,0.287,9,753648.000000,9,9,897.893000,2,255.000000,127.500000,0.313,0.006,0.005,0.513,0.175,0.107
910,753540.699300000094809,2576188.005200000014156,754540.699300000094809,2575188.005200000014156,9,30,0.999,64,5714788.000000,64,64,10348.073000,13,3060.000000,235.384615,1.036,0.019,0.036,0.947,0.334,0.211
911,753540.699300000094809,2575188.005200000014156,754540.699300000094809,2574188.005200000014156,10,30,0.999,380,24759325.000000,380,380,168967.744000,262,17340.000000,66.183206,16.914,0.318,0.215,0.266,0.266,0.266
912,753540.699300000094809,2574188.005200000014156,754540.699300000094809,2573188.005200000014156,11,30,0.999,874,9161408.000000,874,874,255770.583000,294,17595.000000,59.846939,25.603,0.482,0.494,0.241,0.406,0.439
913,753540.699300000094809,2573188.005200000014156,754540.699300000094809,2572188.005200000014156,12,30,0.999,715,7265388.000000,715,715,100933.313000,129,15300.000000,118.604651,10.103,0.190,0.404,0.477,0.357,0.333
914,753540.699300000094809,2572188.005200000014156,754540.699300000094809,2571188.005200000014156,13,30,0.999,475,4903699.000000,475,475,106328.679000,74,7650.000000,103.378378,10.644,0.200,0.268,0.416,0.295,0.270
915,753540.699300000094809,2571188.005200000014156,754540.699300000094809,2570188.005200000014156,14,30,0.999,596,6029369.000000,596,596,212650.344000,202,16575.000000,82.054455,21.286,0.400,0.337,0.330,0.356,0.361
916,753540.699300000094809,2570188.005200000014156,754540.699300000094809,2569188.005200000014156,15,30,0.999,539,5350763.000000,539,539,155863.224000,172,17085.000000,99.331395,15.602,0.294,0.304,0.400,0.333,0.319
917,753540.699300000094809,2569188.005200000014156,754540.699300000094809,2568188.005200000014156,16,30,0.999,309,3238402.000000,309,309,43322.160000,53,3060.000000,57.735849,4.337,0.082,0.174,0.232,0.163,0.149
918,753540.699300000094809,2568188.005200000014156,754540.699300000094809,2567188.005200000014156,17,30,0.924,279,2922244.000000,279,279,43793.728000,70,3060.000000,43.714286,4.740,0.089,0.158,0.176,0.141,0.134
919,753540.699300000094809,2567188.005200000014156,754540.699300000094809,2566188.005200000014156,18,30,0.933,674,6934884.000000,674,674,141483.561000,189,18870.000000,99.841270,15.164,0.285,0.381,0.402,0.356,0.347
920,753540.699300000094809,2566188.005200000014156,754540.699300000094809,2565188.005200000014156,19,30,0.999,324,3184467.000000,324,324,161972.511000,239,25245.000000,105.627615,16.213,0.305,0.183,0.425,0.304,0.280
921,753540.699300000094809,2565188.005200000014156,754540.699300000094809,2564188.005200000014156,20,30,0.999,274,2892918.000000,274,274,116924.310000,229,21675.000000,94.650655,11.704,0.220,0.155,0.381,0.252,0.226
922,753540.699300000094809,2564188.005200000014156,754540.699300000094809,2563188.005200000014156,21,30,0.999,51,4636645.000000,51,51,23869.391000,15,3315.000000,221.000000,2.389,0.045,0.029,0.889,0.321,0.207
923,753540.699300000094809,2563188.005200000014156,754540.699300000094809,2562188.005200000014156,22,30,0.999,138,12307313.000000,138,138,48153.934000,78,12495.000000,160.192308,4.820,0.091,0.078,0.644,0.271,0.196
924,753540.699300000094809,2562188.005200000014156,754540.699300000094809,2561188.005200000014156,23,30,0.999,183,16137752.000000,183,183,82099.149000,143,18870.000000,131.958042,8.218,0.155,0.103,0.531,0.263,0.209
925,753540.699300000094809,2561188.005200000014156,754540.699300000094809,2560188.005200000014156,24,30,0.999,258,22247447.000000,258,258,58767.234000,80,14280.000000,178.500000,5.883,0.111,0.146,0.718,0.325,0.246
926,753540.699300000094809,2560188.005200000014156,754540.699300000094809,2559188.005200000014156,25,30,0.999,36,3419265.000000,36,36,4716.564000,8,1530.000000,191.250000,0.472,0.009,0.020,0.769,0.266,0.165
